timestamp,hour,fixed_load_mw,flexible_arrival_mw,sst_c,wind_mw,carbon_kg_per_mwh,price_usd_per_mwh
2023-01-01 00:00:00,0,3.320132389,1.422913881,6.7,0.2718825135539064,21.0,83.06569343065692
2023-01-01 01:00:00,1,3.7900010797652386,1.624286177042245,6.7,0.42406492714907906,16.0,83.06569343065692
2023-01-01 02:00:00,2,3.6190419630609316,1.5510179841689709,6.7,0.3973650581383422,18.0,83.06569343065692
2023-01-01 03:00:00,3,3.6575187171370116,1.5675080216301478,6.7,0.6327559411677677,19.0,83.06569343065692
2023-01-01 04:00:00,4,3.5291020739933585,1.512472317425725,6.6,0.8940313458936234,24.0,83.06569343065692
2023-01-01 05:00:00,5,3.4939466818798133,1.4974057208056342,6.6,0.8498060710190716,36.0,83.06569343065692
2023-01-01 06:00:00,6,3.309948517796167,1.4185493647697858,6.6,0.5843358453418033,43.0,83.06569343065692
2023-01-01 07:00:00,7,3.5865759219921642,1.5371039665680704,6.6,0.5674525615194341,49.0,83.06569343065692
2023-01-01 08:00:00,8,4.010788451717506,1.7189093364503594,6.6,0.44265710859912494,56.0,83.06569343065692
2023-01-01 09:00:00,9,4.09767712997184,1.7561473414165032,6.6,0.20449875834566217,59.0,83.06569343065692
2023-01-01 10:00:00,10,4.158172177754778,1.7820737904663333,6.6,0.0,61.0,83.06569343065692
2023-01-01 11:00:00,11,4.260288202565879,1.825837801099662,6.6,0.0,60.0,83.06569343065692
2023-01-01 12:00:00,12,4.081555924404652,1.7492382533162796,6.6,0.0,58.0,83.06569343065692
2023-01-01 13:00:00,13,4.810985511770571,2.061850933615959,6.6,0.0,58.0,83.06569343065692
2023-01-01 14:00:00,14,5.063022217163054,2.1698666644984517,6.6,0.0,50.0,83.06569343065692
2023-01-01 15:00:00,15,4.521929068331474,1.937969600713489,6.6,0.0,45.0,83.06569343065692
2023-01-01 16:00:00,16,4.478274872775162,1.9192606597607835,6.6,0.0,37.0,83.06569343065692
2023-01-01 17:00:00,17,4.7200393989934,2.0228740281400284,6.6,0.0,36.0,83.06569343065692
