country,algorithm,episode,reset_seed,start_hour,start_timestamp,week,start_step,n_hours,reward,e_grid_mwh,co2_kg,e_total_mwh,e_cooling_mwh,e_pump_mwh,e_wind_used_mwh,e_wind_unused_mwh,sla_violation_mwh,safety_intervention,recommended_exceedance_event,recommended_exceedance_c,allowable_exceedance_event,allowable_exceedance_c,safety_infeasible,workload_intervention,thermal_safety_override,rate_limit_override,recommended_compliance_pct,recommended_exceedance_hours,recommended_exceedance_degc_h,allowable_exceedance_hours,allowable_exceedance_degc_h,mean_t_inlet_c,p95_t_inlet_c,p99_t_inlet_c,max_t_inlet_c,min_allowable_headroom_c,temporal_rci_hi_pct,mean_action_override,final_backlog_mwh,mpc_horizon,confidence,constraint_tolerance,intervention_weight,weight_grid,weight_co2,weight_total,weight_smooth,adaptive_beta_floor,thermal_safety_shield,cooling_conductance_nominal_mw_per_k,cooling_conductance_multiplier,cooling_conductance_effective_mw_per_k,thermal_metric_schema,thermal_state_semantics,t_inlet_recommended_min_c,t_inlet_recommended_max_c,t_inlet_allowable_min_c,t_inlet_allowable_max_c,forecast_stress,forecast_stress_scale,forecast_stress_start_step,forecast_stress_seed
CHN,nominal_causal_mpc,0,5000,1843,2025-03-18T19:00:00,0,0,168,-170.6906880490671,506.1218963323886,212038.90821034674,1642.5102358671202,345.9241618404695,17.499208953586198,1136.3883395347314,189.38777737861776,3.6573601815468578e-09,0.0,15.0,14.279395688966524,0.0,0.0,0.0,0.0,0.0,3.174755595624447,91.07142857142857,15.0,14.279395688966524,0.0,0.0,26.947198605389335,27.83744598083923,28.279858967201093,28.41791645218344,3.582083547816559,98.3000719417897,0.012598236524296692,0.0,24,0.9,0.0001,0.0,1.0,2.0,0.2,0.5,0.1,False,2.5,0.5,1.25,ashrae_a1_inlet_v1,representative_lumped_it_equipment_inlet_air_temperature_proxy,18.0,27.0,15.0,32.0,adverse_bias,1.0,0,20260717
CHN,nominal_causal_mpc,1,5001,3859,2025-06-10T19:00:00,0,0,168,-228.15352945385507,742.7380227898188,286639.93483428506,1925.1394182173012,564.2256741743995,32.58173769863735,1182.4013954274826,124.13121071045265,0.0,0.0,48.0,72.0704430575096,0.0,0.0,0.0,0.0,0.0,3.580808252096176,71.42857142857143,48.0,72.0704430575096,0.0,0.0,27.37650921062986,28.793245870409788,28.971841776804407,29.08176944481528,2.9182305551847207,91.42018535029648,0.01420955649310989,0.0,24,0.9,0.0001,0.0,1.0,2.0,0.2,0.5,0.1,False,2.5,0.5,1.25,ashrae_a1_inlet_v1,representative_lumped_it_equipment_inlet_air_temperature_proxy,18.0,27.0,15.0,32.0,adverse_bias,1.0,0,20260717
CHN,nominal_causal_mpc,2,5002,4531,2025-07-08T19:00:00,0,0,168,-311.1576029732969,987.239406314826,420746.81041840906,2107.7170280382265,729.6564255142616,48.22747861336366,1120.4776217234007,43.452263379669915,0.0,0.0,40.0,35.30867044809254,0.0,0.0,0.0,0.0,0.0,2.1758234947919846,76.19047619047619,40.0,35.30867044809254,0.0,0.0,27.130600338350973,28.19479851439562,28.311242025419535,28.385420941714404,3.614579058285596,95.79658685141756,0.00863422012688326,0.0,24,0.9,0.0001,0.0,1.0,2.0,0.2,0.5,0.1,False,2.5,0.5,1.25,ashrae_a1_inlet_v1,representative_lumped_it_equipment_inlet_air_temperature_proxy,18.0,27.0,15.0,32.0,adverse_bias,1.0,0,20260717
CHN,nominal_causal_mpc,3,5003,6552,2025-10-01T00:00:00,0,0,168,-442.11255124390476,1433.5770339122444,647528.4093382868,1954.282396700978,628.7288641931846,41.112343622336006,520.7053627887336,35.165470438982865,0.0,0.0,53.0,72.31735643767902,0.0,0.0,0.0,0.0,0.0,2.738849923014641,68.45238095238095,53.0,72.31735643767902,0.0,0.0,27.392002532183824,28.723843974679568,28.887598141362687,28.998584727979008,3.001415272020992,91.39079090027631,0.010868452001540433,0.0,24,0.9,0.0001,0.0,1.0,2.0,0.2,0.5,0.1,False,2.5,0.5,1.25,ashrae_a1_inlet_v1,representative_lumped_it_equipment_inlet_air_temperature_proxy,18.0,27.0,15.0,32.0,adverse_bias,1.0,0,20260717
CHN,static_robust_mpc,0,5000,1843,2025-03-18T19:00:00,0,0,168,-167.1545335127038,495.47983389837583,202245.9103978661,1647.769332388676,350.7005453491164,17.98192196272838,1152.2894984903005,173.4866184230487,0.0,0.0,0.0,2.0526108379215202e-05,0.0,0.0,0.0,0.0,0.0,1.9958028942346573,100.0,0.0,2.0526108379215202e-05,0.0,0.0,26.60360882765381,27.000000067571218,27.00000025442585,27.000019048282436,4.999980951717564,99.99999755641566,0.00791985270639305,0.0,24,0.9,0.0001,0.0,1.0,2.0,0.2,0.5,0.1,False,2.5,0.5,1.25,ashrae_a1_inlet_v1,representative_lumped_it_equipment_inlet_air_temperature_proxy,18.0,27.0,15.0,32.0,adverse_bias,1.0,0,20260717
CHN,static_robust_mpc,1,5001,3859,2025-06-10T19:00:00,0,0,168,-225.76415087324645,718.5469074864777,276245.62300450326,1959.4493693410536,591.9523843948595,39.16497860192978,1240.9024618545761,65.63014428335904,0.0,0.0,3.0,0.35508602318254034,0.0,0.0,0.0,0.0,0.0,2.6401402354240417,98.21428571428571,3.0,0.35508602318254034,0.0,0.0,26.68139934811591,27.000000070764017,27.026091902390434,27.29160708651845,4.70839291348155,99.95772785438302,0.010476746921158662,0.0,24,0.9,0.0001,0.0,1.0,2.0,0.2,0.5,0.1,False,2.5,0.5,1.25,ashrae_a1_inlet_v1,representative_lumped_it_equipment_inlet_air_temperature_proxy,18.0,27.0,15.0,32.0,adverse_bias,1.0,0,20260717
CHN,static_robust_mpc,2,5002,4531,2025-07-08T19:00:00,0,0,168,-320.81959413266407,1021.6680618423683,437235.1767499554,2150.778429324476,805.6924156526054,15.252889760993337,1129.1103674821074,34.819517620963154,0.0,0.0,0.0,3.508767747462116e-07,0.0,0.0,0.0,0.0,0.0,1.7377666980028152,100.0,0.0,3.508767747462116e-07,0.0,0.0,26.782686286274036,27.000000017995742,27.000000023505702,27.000000030277448,4.999999969722552,99.99999995822895,0.006895899558292025,0.0,24,0.9,0.0001,0.0,1.0,2.0,0.2,0.5,0.1,False,2.5,0.5,1.25,ashrae_a1_inlet_v1,representative_lumped_it_equipment_inlet_air_temperature_proxy,18.0,27.0,15.0,32.0,adverse_bias,1.0,0,20260717
CHN,static_robust_mpc,3,5003,6552,2025-10-01T00:00:00,0,0,168,-450.94965728553615,1453.749443533551,655097.7794738964,1993.767484325373,664.8481231393446,44.478172300571,540.0180407918224,15.852792435894203,0.0,0.0,18.0,9.127299110298932,0.0,0.0,0.0,0.0,0.0,2.36803437769413,89.28571428571429,18.0,9.127299110298932,0.0,0.0,26.771199724046408,27.526948812082967,27.766348218888893,27.852864937712624,4.147135062287376,98.91341677258346,0.009396961782061095,0.0,24,0.9,0.0001,0.0,1.0,2.0,0.2,0.5,0.1,False,2.5,0.5,1.25,ashrae_a1_inlet_v1,representative_lumped_it_equipment_inlet_air_temperature_proxy,18.0,27.0,15.0,32.0,adverse_bias,1.0,0,20260717
CHN,eact_mpc,0,5000,1843,2025-03-18T19:00:00,0,0,168,-162.29477993996989,474.16854938992327,198178.7625075403,1660.6133496714401,357.9219496664739,23.60453492813464,1186.4448002815166,139.33131663183246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4272157102823257,100.0,0.0,0.0,0.0,0.0,25.96216255204698,26.927780425537637,26.97472883540137,26.981714201338182,5.018285798661818,100.0,0.0056635543282720305,0.0,24,0.9,0.0001,0.0,1.0,2.0,0.2,0.5,0.1,False,2.5,0.5,1.25,ashrae_a1_inlet_v1,representative_lumped_it_equipment_inlet_air_temperature_proxy,18.0,27.0,15.0,32.0,adverse_bias,1.0,0,20260717
CHN,eact_mpc,1,5001,3859,2025-06-10T19:00:00,0,0,168,-229.45486660916745,738.1342501604581,284535.78783127,1973.349551991068,600.1672263848363,44.8503192619671,1235.2153018306099,71.31730430732533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.158347226679325,100.0,0.0,0.0,0.0,0.0,26.288707210587447,26.94948070292205,26.997951885626797,26.99999997614258,5.000000023857421,100.0,0.008564869931837683,0.0,24,0.9,0.0001,0.0,1.0,2.0,0.2,0.5,0.1,False,2.5,0.5,1.25,ashrae_a1_inlet_v1,representative_lumped_it_equipment_inlet_air_temperature_proxy,18.0,27.0,15.0,32.0,adverse_bias,1.0,0,20260717
