country,mode,column,horizon,n_forecasts,mae,rmse,bias,coverage,mean_interval_width,adaptive_beta_floor
JPN,adaptive,carbon_kg_per_mwh,17,8736,30.3566722901179,46.13306740437126,-0.058249840818850096,0.893658424908425,45.45593708778305,0.1
JPN,adaptive,carbon_kg_per_mwh,18,8736,26.257862693770086,45.344769633187596,-0.05556284332107181,0.8953754578754579,37.820830863292734,0.1
JPN,adaptive,carbon_kg_per_mwh,19,8736,25.539413574241983,46.71029392311654,-0.052106463958339365,0.896978021978022,38.45502897872224,0.1
JPN,adaptive,carbon_kg_per_mwh,20,8736,27.364087610373616,48.33564256919566,-0.050784430434921965,0.8965201465201466,42.36550021733623,0.1
JPN,adaptive,carbon_kg_per_mwh,21,8736,27.048851492425822,48.28699398104841,-0.05191035809583815,0.8941163003663004,39.250349178137355,0.1
JPN,adaptive,carbon_kg_per_mwh,22,8736,26.49731153643723,47.52339669040995,-0.05365224916254166,0.892742673992674,35.773164057672744,0.1
JPN,adaptive,carbon_kg_per_mwh,23,8736,27.016817534030626,46.66893692539546,-0.05382678547636848,0.8921703296703297,36.22490243666508,0.1
JPN,adaptive,carbon_kg_per_mwh,24,8736,27.288592394201064,45.2237845485289,-0.05572101437185604,0.8907967032967034,37.75118099662265,0.1
AUS,nominal,fixed_load_mw,1,8736,0.2633103607062838,0.3406852545502282,-0.0002931511229488581,,,0.1
AUS,nominal,fixed_load_mw,2,8736,0.3296471671939271,0.4167297483744575,-0.0004961095931389968,,,0.1
AUS,nominal,fixed_load_mw,3,8736,0.3832371806766859,0.48303046350634465,-0.0006552655213847143,,,0.1
AUS,nominal,fixed_load_mw,4,8736,0.4080757860255031,0.5186896552751838,-0.0007250713590388141,,,0.1
AUS,nominal,fixed_load_mw,5,8736,0.43340681143364207,0.5512273458300844,-0.000766450028790501,,,0.1
AUS,nominal,fixed_load_mw,6,8736,0.44547153671502093,0.5655874569582774,-0.0008019850049430898,,,0.1
AUS,nominal,fixed_load_mw,7,8736,0.45246271680335426,0.575571926438804,-0.0007943198315770919,,,0.1
AUS,nominal,fixed_load_mw,8,8736,0.45542774431159766,0.5790806112075235,-0.0007454354745535231,,,0.1
AUS,nominal,fixed_load_mw,9,8736,0.46124392286500565,0.5847670615700186,-0.000736596729330366,,,0.1
AUS,nominal,fixed_load_mw,10,8736,0.4582635377816514,0.5780372759730039,-0.0007067892798511072,,,0.1
AUS,nominal,fixed_load_mw,11,8736,0.47557641175249105,0.5973760416805353,-0.0006890476936308374,,,0.1
AUS,nominal,fixed_load_mw,12,8736,0.4787316311887441,0.6006317828242683,-0.0007023921132226418,,,0.1
AUS,nominal,fixed_load_mw,13,8736,0.4994640245422966,0.6276296153935808,-0.0007418411850327527,,,0.1
AUS,nominal,fixed_load_mw,14,8736,0.5160385071331001,0.6433534403389728,-0.0008203456172696228,,,0.1
AUS,nominal,fixed_load_mw,15,8736,0.5267659325454409,0.6559877164860473,-0.0008687803400394764,,,0.1
AUS,nominal,fixed_load_mw,16,8736,0.5301698870479712,0.6572088781108156,-0.0008958257983954452,,,0.1
AUS,nominal,fixed_load_mw,17,8736,0.5432894812919258,0.6720396681837987,-0.0009324148707330317,,,0.1
AUS,nominal,fixed_load_mw,18,8736,0.5587928828412664,0.6850433600896633,-0.000963868786322711,,,0.1
AUS,nominal,fixed_load_mw,19,8736,0.5679301220558725,0.6945810663409432,-0.0010127195163137012,,,0.1
AUS,nominal,fixed_load_mw,20,8736,0.5694346388048175,0.701096790651266,-0.0010596149390968929,,,0.1
AUS,nominal,fixed_load_mw,21,8736,0.5745833288868079,0.706021041329638,-0.0011284299866380556,,,0.1
AUS,nominal,fixed_load_mw,22,8736,0.5739105421275909,0.7057608761922394,-0.0011231702607780367,,,0.1
AUS,nominal,fixed_load_mw,23,8736,0.5913258199564772,0.7234513699976265,-0.0011334004326222814,,,0.1
AUS,nominal,fixed_load_mw,24,8736,0.5929736396340857,0.7308670113945348,-0.0011485436722073828,,,0.1
AUS,nominal,flexible_arrival_mw,1,8736,0.11284729744554986,0.14600796623581236,-0.00012563619554979428,,,0.1
AUS,nominal,flexible_arrival_mw,2,8736,0.14127735736882657,0.17859846358905287,-0.0002126183970596813,,,0.1
AUS,nominal,flexible_arrival_mw,3,8736,0.16424450600429394,0.20701305578843385,-0.0002808280805923772,,,0.1
AUS,nominal,flexible_arrival_mw,4,8736,0.17488962258235918,0.22229556654650634,-0.0003107448681587931,,,0.1
AUS,nominal,flexible_arrival_mw,5,8736,0.18574577632870484,0.23624029107003497,-0.0003284785837666865,,,0.1
AUS,nominal,flexible_arrival_mw,6,8736,0.19091637287786628,0.24239462441069015,-0.00034370785926153655,,,0.1
