timestamp,hour,fixed_load_mw,flexible_arrival_mw,sst_c,wind_mw,carbon_kg_per_mwh,price_usd_per_mwh
2025-01-23 18:00:00,546,5.680818875866208,2.4346366610855177,3.2,0.6343518093443035,345.0,126.88318737255938
2025-01-23 19:00:00,547,4.683664295697307,2.0072846981559884,3.2,0.7523980592812393,345.0,126.88318737255938
2025-01-23 20:00:00,548,5.789793281718072,2.481339977879174,3.1,1.089816797067414,345.0,126.88318737255938
2025-01-23 21:00:00,549,5.744481026653792,2.461920439994482,3.1,1.0953043426760893,346.0,126.88318737255938
2025-01-23 22:00:00,550,6.10070700747971,2.614588717491304,3.1,0.8137933211935616,348.0,126.88318737255938
2025-01-23 23:00:00,551,5.642910347921031,2.418390149109013,3.1,0.945393148811849,345.0,126.88318737255938
2025-01-24 00:00:00,552,6.243871308702914,2.675944846586963,3.1,0.9074878332910157,334.0,126.88318737255938
2025-01-24 01:00:00,553,5.987456319050478,2.56605270816449,3.1,0.9648359905862331,321.0,126.88318737255938
2025-01-24 02:00:00,554,5.584549026188794,2.393378154080912,3.2,1.2536200729008276,305.0,126.88318737255938
2025-01-24 03:00:00,555,5.138038364842895,2.2020164420755264,3.2,1.5444600297316065,298.0,126.88318737255938
2025-01-24 04:00:00,556,4.221224648987771,1.8090962781376163,3.2,1.3378990429466862,298.0,126.88318737255938
2025-01-24 05:00:00,557,5.697887652348367,2.441951851006443,3.3,1.1025209206021558,305.0,126.88318737255938
2025-01-24 06:00:00,558,5.611005158899589,2.404716496671252,3.3,1.156972800788934,318.0,126.88318737255938
2025-01-24 07:00:00,559,5.471127671616294,2.3447690021212693,3.3,1.3472705567250933,331.0,126.88318737255938
2025-01-24 08:00:00,560,5.736565987473302,2.458528280345701,3.3,1.4010971522065676,341.0,126.88318737255938
2025-01-24 09:00:00,561,5.743699027695392,2.461585297583739,3.3,1.605012095357667,343.0,126.88318737255938
2025-01-24 10:00:00,562,5.758590462507289,2.467967341074553,3.3,1.2578935224290255,343.0,126.88318737255938
