baseline,metric,countries,n_weeks,mean_relative_improvement_pct,moving_block_ci95_low_pct,moving_block_ci95_high_pct,wilcoxon_p_value,holm_p_value
nominal_causal_mpc,common_cost,"CHN,JPN,NOR",156,-0.3799973340617488,-0.5888050378984707,-0.13261256748574574,4.9671405075639435e-15,4.9671405075639435e-15
nominal_causal_mpc,e_grid_mwh,"CHN,JPN,NOR",156,-0.5011243667582344,-0.6991682335415185,-0.2575171077522645,2.5642273338178225e-16,2.5642273338178225e-16
nominal_causal_mpc,co2_kg,"CHN,JPN,NOR",156,-0.5034871539388734,-0.7088063292686124,-0.2417311788032588,1.0871544590499501e-16,2.1743089180999002e-16
nominal_causal_mpc,e_total_mwh,"CHN,JPN,NOR",156,-0.4788439601894905,-0.8206998823193198,-0.2644731806735479,2.2041448030826587e-19,6.612434409247976e-19
static_robust_mpc,common_cost,"CHN,JPN,NOR",156,-0.08541143746302889,-0.17410160755275686,-0.011998890759267761,9.295096214798927e-08,9.295096214798927e-08
static_robust_mpc,e_grid_mwh,"CHN,JPN,NOR",156,-0.08164620346566104,-0.25207206198429877,0.05446248314626486,0.0006136206873635461,0.0006136206873635461
static_robust_mpc,co2_kg,"CHN,JPN,NOR",156,0.019777818987907696,-0.24684966621480506,0.40768556439346226,0.0005313213699399868,0.0005313213699399868
static_robust_mpc,e_total_mwh,"CHN,JPN,NOR",156,-0.09658069952899406,-0.3888298021967709,0.1372643331768136,2.5609837443505385e-05,2.5609837443505385e-05
