country,algorithm,n_episodes,episode_return_mean,episode_return_std,e_grid_mwh_mean,e_grid_mwh_std,co2_kg_mean,co2_kg_std,e_total_mwh_mean,e_total_mwh_std,e_cooling_mwh_mean,e_cooling_mwh_std,e_pump_mwh_mean,e_pump_mwh_std,wind_utilization_pct_mean,wind_utilization_pct_std,sla_violation_mwh_mean,sla_violation_mwh_std,terminal_unserved_mwh_mean,terminal_unserved_mwh_std,thermal_violation_hours_mean,thermal_violation_hours_std,safety_interventions_mean,safety_interventions_std,safety_infeasible_hours_mean,safety_infeasible_hours_std,workload_interventions_mean,workload_interventions_std,recommended_compliance_pct_mean,recommended_compliance_pct_std,recommended_exceedance_hours_mean,recommended_exceedance_hours_std,recommended_exceedance_degc_h_mean,recommended_exceedance_degc_h_std,allowable_exceedance_hours_mean,allowable_exceedance_hours_std,allowable_exceedance_degc_h_mean,allowable_exceedance_degc_h_std,mean_t_inlet_c_mean,mean_t_inlet_c_std,p95_t_inlet_c_mean,p95_t_inlet_c_std,p99_t_inlet_c_mean,p99_t_inlet_c_std,max_t_inlet_c_mean,max_t_inlet_c_std,min_allowable_headroom_c_mean,min_allowable_headroom_c_std,temporal_rci_hi_pct_mean,temporal_rci_hi_pct_std,mean_abs_action_override_mean,mean_abs_action_override_std,accepted_plan_rate,solver_convergence_rate,solver_fallback_rate,solver_rule_fallbacks,solver_safe_recovery_fallbacks,solver_shifted_fallbacks,solve_time_mean_s,solve_time_p95_s,min_constraint,mpc_horizon,confidence,constraint_tolerance,intervention_weight,weight_grid,weight_co2,weight_total,weight_smooth,adaptive_beta_floor,thermal_safety_shield,thermal_metric_schema,thermal_state_semantics,t_inlet_recommended_min_c,t_inlet_recommended_max_c,t_inlet_allowable_min_c,t_inlet_allowable_max_c,forecast_stress,forecast_stress_scale,forecast_stress_start_step,forecast_stress_seed
NOR,eact_mpc,4,-164.22750497875504,13.390828512309763,1327.1702574325393,117.70600512245103,1369.3578186995856,103.69988274276379,1482.3327322864886,113.8758150303227,296.45048315167185,64.56550559304425,6.064430923534373,2.7561449637332944,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.6377137601608638e-07,1.6151870688511991e-07,0.0,0.0,0.0,0.0,26.476216108171897,0.018803790718127725,26.908544487636462,0.09283139301211503,26.947707122961646,0.05385259114359377,27.000000062907365,5.468405598613338e-08,4.999999937092637,5.468405598613335e-08,99.99999998050342,1.9228421152044396e-08,0.006205576995853335,0.0022464603558996505,1.0,0.9910714285714286,0.0,0,0,0,0.40491014017797644,0.6066888500063213,-4.902906823645026e-06,24,0.9,0.0001,0.0,1.0,4.0,0.2,0.5,0.1,False,ashrae_a1_inlet_v1,representative_lumped_it_equipment_inlet_air_temperature_proxy,18.0,27.0,15.0,32.0,adverse_bias,1.0,0,20260717
NOR,static_robust_mpc,4,-163.7416666832691,13.249902050691148,1323.2055013867007,116.42590046253531,1354.5996517280755,100.28118496957758,1478.3679762406503,112.78611702761398,293.3035500788802,63.735661851400806,5.2466079504872045,2.314639688731095,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.3760167876242235e-06,5.353717797910168e-07,0.0,0.0,0.0,0.0,26.749022827342483,0.029221887223954773,27.00000005613434,2.8884852499393e-08,27.00000011458986,5.3372088434506466e-08,27.00000023908857,9.252003865946755e-08,4.999999760911429,9.252003865946755e-08,99.99999983618848,6.373473656654049e-08,0.006575477484147996,0.0026329487280490416,1.0,0.9925595238095238,0.0,0,0,0,0.3641543348248455,0.5688145549851467,-4.902906823645026e-06,24,0.9,0.0001,0.0,1.0,4.0,0.2,0.5,0.1,False,ashrae_a1_inlet_v1,representative_lumped_it_equipment_inlet_air_temperature_proxy,18.0,27.0,15.0,32.0,adverse_bias,1.0,0,20260717
