scenario,algorithm,n_control_steps,accepted_plan_rate,rejected_plan_count,solver_convergence_rate,fallback_rate,shifted_plan_fallbacks,safe_recovery_fallbacks,rule_based_fallbacks,mean_solve_time_s,p95_solve_time_s,min_selected_candidate_constraint,min_accepted_constraint
adverse_bias,eact_mpc,10080,0.9999007936507937,1,0.9540674603174604,9.92063492063492e-05,1,0,0,0.5815530544436779,1.5073223849351047,-0.0012651051292706,-9.630644722591342e-05
adverse_bias,nominal_causal_mpc,10080,0.9974206349206349,26,0.9393849206349206,0.0025793650793650793,22,4,0,0.5562187502680727,1.5108272949990345,-0.0555155437704826,-9.81600535965299e-05
adverse_bias,static_robust_mpc,10080,0.9996031746031746,4,0.9374007936507937,0.0003968253968253968,2,2,0,0.5879174777576867,1.7455564750649426,-0.0716624101660377,-9.932102450349588e-05
none,eact_mpc,10080,0.9995039682539683,5,0.9513888888888888,0.000496031746031746,5,0,0,0.5982372162000776,1.5670511899981638,-0.0021938551004139,-9.785008456830724e-05
none,nominal_causal_mpc,10080,0.9987103174603175,13,0.9450396825396825,0.0012896825396825397,12,1,0,0.5678925647110321,1.5885664599831215,-0.1979493062726511,-9.864463472553098e-05
none,static_robust_mpc,10080,0.999702380952381,3,0.9606150793650794,0.00029761904761904765,3,0,0,0.5582693923015973,1.293877134978538,-0.0855102468515056,-9.822943178150469e-05
