scenario,algorithm,n_controller_weeks,mean_common_cost,mean_e_grid_mwh,mean_co2_kg,mean_e_total_mwh,total_sla_violation_mwh,total_recommended_exceedance_degc_h,total_recommended_exceedance_hours,mean_recommended_compliance_pct,mean_p95_t_inlet_c,mean_p99_t_inlet_c,mean_max_t_inlet_c,overall_max_t_inlet_c,mean_p95_recommended_headroom_c,total_allowable_exceedance_hours,total_allowable_exceedance_degc_h
adverse_bias,eact_mpc,60,272.4456301026549,1036.1910705679643,340220.98821245297,1584.9470473693011,0.0,1.593770510766035e-05,0.0,100.0,26.859884764540034,26.926220951393596,27.000000197421606,27.00000755785506,0.14011523545996596,0.0,0.0
adverse_bias,nominal_causal_mpc,60,272.4637858206153,1035.3601127299958,338861.62163631653,1569.85095189911,0.00275463019786035,2.680189084149685,14.0,99.86111111111111,27.0000001963145,27.001874636024432,27.038986129356648,27.424761377238084,-1.9631449887924646e-07,0.0,0.0
adverse_bias,static_robust_mpc,60,269.90376378522683,1025.8942592565086,336404.93414530874,1579.8078198424662,0.0001544261337419477,0.37506246272749866,2.0,99.98015873015873,26.999788193106518,27.00000034685218,27.00624916624098,27.20597568193136,0.00021180689348199166,0.0,0.0
none,eact_mpc,60,272.3178891107625,1036.126879971354,340017.3715498792,1585.3494142154652,0.0,9.01817019638429e-06,0.0,100.0,26.851401114333704,26.921219163117254,27.000000079260147,27.000000834629628,0.14859888566629564,0.0,0.0
none,nominal_causal_mpc,60,270.0600916359955,1027.7678028380492,336262.56094691687,1576.2616135850033,0.0007296770383848665,0.21574516654163026,1.0,99.99007936507935,27.000000100574617,27.000000382020062,27.00359301838823,27.21510614621545,-1.0057461707901894e-07,0.0,0.0
none,static_robust_mpc,60,271.7261292192385,1033.817739336587,339070.59411191446,1584.985492841497,0.0,1.0772394237079652e-05,0.0,100.0,26.928713642653065,26.982819707092162,27.000000147483245,27.0000008897987,0.07128635734693489,0.0,0.0
